name,data,hit,false_alarm,miss,correct_rejection,hit_catched,time_duration,mode,all_latencies,all_times_checked
Sub10_G20_2C4,"1, 3, 7, 1, 9, 0, 7, 2, 0, 5, 5, 8, 5, 6, 4, 7, 2, 4, 2, 0, 0, 1, 0, 5, 5, 7, 5, 2, 4, 3, 6, 4, 6, 3, 7, 6, 9, 4, 1, 3, 4, 2, 6, 7, 1, 6, 9, 6, 7, 9, 4, 4, 8, 2, 4, 3, 8, 0, 9, 8, 3, 3, 7, 3, 6, 0, 2, 5, 0, 3, 2, 6, 3, 0, 7, 5, 8, 7, 9, 2, 8, 2, 2, 3, 3, 4, 3, 0, 2, 4, 5, 2",19,0,1,69,"{0: ([1, 3, 7, 1], '00:11', 0.831), 5: ([0, 7, 2, 0], '00:27', 0.543), 9: ([5, 5, 8, 5], '00:41', 1.231), 14: ([4, 7, 2, 4], '00:56', 0.579), 19: ([0, 0, 1, 0], '01:13', 0.897), 23: ([5, 5, 7, 5], '01:26', 0.94), 28: ([4, 3, 6, 4], '01:42', 0.665), 32: ([6, 3, 7, 6], '01:55', 0.788), 37: ([4, 1, 3, 4], '02:11', 0.736), 42: ([6, 7, 1, 6], '02:27', 0.678), 46: ([9, 6, 7, 9], '02:41', 0.84), 51: ([4, 8, 2, 4], '02:57', 0.72), 56: ([8, 0, 9, 8], '03:13', 0.908), 60: ([3, 3, 7, 3], '03:26', 0.945), 65: ([0, 2, 5, 0], '03:42', 0.723), 69: ([3, 2, 6, 3], '03:55', 0.997), 74: ([7, 5, 8, 7], '04:11', 0.738), 83: ([3, 3, 4, 3], '04:42', 1.713), 88: ([2, 4, 5, 2], '04:58', 1.705)}",4:59,3,"[0.831, 0.543, 1.231, 0.579, 0.897, 0.94, 0.665, 0.788, 0.736, 0.678, 0.84, 0.72, 0.908, 0.945, 0.723, 0.997, 0.738, 1.713, 1.705]","['00:11', '00:27', '00:41', '00:56', '01:13', '01:26', '01:42', '01:55', '02:11', '02:27', '02:41', '02:57', '03:13', '03:26', '03:42', '03:55', '04:11', '04:42', '04:58']"
Sub20_G23_1C1,"7, 1, 5, 7, 7, 9, 8, 5, 9, 1, 0, 4, 1, 2, 9, 7, 8, 9, 2, 4, 3, 3, 4, 4, 9, 2, 4, 6, 4, 7, 3, 4, 9, 2, 7, 9, 7, 9, 2, 9, 9, 7, 5, 7, 2, 5, 9, 5, 7, 9, 9, 9, 2, 5, 9, 0, 6, 8, 4, 6, 1, 6, 5, 1, 3, 3, 7, 0, 3, 8, 5, 5, 8, 8, 8, 3, 3, 8, 9, 8, 3, 2, 8, 5, 7, 1, 5, 6, 3, 1, 1, 3",14,17,6,52,"{0: ([7, 1, 5, 7], '00:11', 0.466), 5: ([9, 8, 5, 9], '00:27', 0.88), 14: ([9, 7, 8, 9], '00:56', 0.645), 19: ([4, 3, 3, 4], '01:13', 0.69), 23: ([4, 9, 2, 4], '01:26', 0.834), 37: ([9, 2, 9, 9], '02:11', 0.572), 42: ([5, 7, 2, 5], '02:28', 0.831), 46: ([9, 5, 7, 9], '02:40', 0.323), 51: ([9, 2, 5, 9], '02:56', 0.385), 56: ([6, 8, 4, 6], '03:13', 0.711), 60: ([1, 6, 5, 1], '03:27', 1.75), 74: ([8, 3, 3, 8], '04:11', 0.758), 79: ([8, 3, 2, 8], '04:29', 1.959), 83: ([5, 7, 1, 5], '04:40', 0.462)}",4:59,3,"[0.466, 0.88, 0.645, 0.69, 0.834, 0.572, 0.831, 0.323, 0.385, 0.711, 1.75, 0.758, 1.959, 0.462]","['00:11', '00:27', '00:56', '01:13', '01:26', '02:11', '02:28', '02:40', '02:56', '03:13', '03:27', '04:11', '04:29', '04:40']"
Sub20_G23_2C4,"6, 8, 5, 6, 3, 1, 0, 6, 1, 5, 0, 8, 5, 8, 5, 4, 4, 5, 2, 7, 6, 9, 7, 7, 7, 0, 7, 0, 1, 4, 6, 1, 5, 4, 2, 5, 7, 3, 2, 9, 3, 3, 5, 7, 9, 5, 9, 4, 9, 9, 0, 3, 2, 7, 3, 6, 6, 4, 5, 6, 0, 9, 9, 0, 3, 7, 2, 6, 7, 3, 0, 2, 3, 5, 1, 5, 0, 1, 6, 3, 8, 4, 3, 6, 7, 2, 6, 1, 8, 5, 0, 8",14,19,6,50,"{5: ([1, 0, 6, 1], '00:27', 0.99), 14: ([5, 4, 4, 5], '00:57', 0.855), 19: ([7, 6, 9, 7], '01:13', 1.164), 23: ([7, 7, 0, 7], '01:26', 0.728), 28: ([1, 4, 6, 1], '01:42', 0.805), 32: ([5, 4, 2, 5], '01:55', 0.611), 37: ([3, 2, 9, 3], '02:11', 0.699), 46: ([9, 4, 9, 9], '02:40', 0.421), 51: ([3, 2, 7, 3], '02:56', 0.5), 56: ([6, 4, 5, 6], '03:13', 0.451), 60: ([0, 9, 9, 0], '03:26', 0.878), 69: ([3, 0, 2, 3], '03:56', 1.357), 79: ([3, 8, 4, 3], '04:28', 0.682), 83: ([6, 7, 2, 6], '04:40', 0.304)}",4:59,3,"[0.99, 0.855, 1.164, 0.728, 0.805, 0.611, 0.699, 0.421, 0.5, 0.451, 0.878, 1.357, 0.682, 0.304]","['00:27', '00:57', '01:13', '01:26', '01:42', '01:55', '02:11', '02:40', '02:56', '03:13', '03:26', '03:56', '04:28', '04:40']"
Sub26_G23_1C1,"9, 3, 6, 9, 8, 3, 1, 4, 3, 6, 7, 5, 6, 9, 6, 1, 3, 6, 0, 6, 3, 3, 6, 8, 8, 7, 8, 1, 0, 3, 7, 0, 7, 2, 9, 7, 6, 7, 0, 3, 7, 8, 8, 5, 7, 8, 4, 6, 6, 4, 2, 2, 1, 5, 2, 3, 9, 0, 7, 9, 5, 1, 6, 5, 6, 0, 3, 8, 0, 5, 1, 1, 5, 7, 0, 8, 8, 0, 3, 1, 1, 8, 1, 6, 7, 5, 6, 4, 1, 1, 6, 1",16,2,4,67,"{5: ([3, 1, 4, 3], '00:28', 1.178), 14: ([6, 1, 3, 6], '00:57', 1.591), 19: ([6, 3, 3, 6], '01:15', 2.783), 23: ([8, 8, 7, 8], '01:27', 1.952), 28: ([0, 3, 7, 0], '01:42', 1.193), 32: ([7, 2, 9, 7], '01:55', 1.241), 37: ([7, 0, 3, 7], '02:13', 2.266), 42: ([8, 5, 7, 8], '02:28', 1.672), 46: ([4, 6, 6, 4], '02:40', 0.692), 56: ([9, 0, 7, 9], '03:13', 0.787), 60: ([5, 1, 6, 5], '03:26', 0.915), 65: ([0, 3, 8, 0], '03:43', 1.251), 69: ([5, 1, 1, 5], '03:57', 2.057), 74: ([0, 8, 8, 0], '04:12', 1.394), 79: ([1, 1, 8, 1], '04:28', 1.37), 88: ([1, 1, 6, 1], '04:57', 0.974)}",4:59,3,"[1.178, 1.591, 2.783, 1.952, 1.193, 1.241, 2.266, 1.672, 0.692, 0.787, 0.915, 1.251, 2.057, 1.394, 1.37, 0.974]","['00:28', '00:57', '01:15', '01:27', '01:42', '01:55', '02:13', '02:28', '02:40', '03:13', '03:26', '03:43', '03:57', '04:12', '04:28', '04:57']"
Sub26_G23_TG,"4, 1, 9, 4, 9, 7, 1, 1, 7, 5, 9, 6, 5, 7, 8, 9, 5, 8, 1, 1, 5, 5, 1, 1, 0, 2, 1, 1, 9, 7, 8, 9, 6, 2, 5, 6, 9, 1, 2, 6, 1, 8, 7, 4, 3, 7, 5, 6, 8, 5, 9, 1, 9, 1, 1, 4, 2, 0, 7, 2, 9, 3, 5, 9, 6, 7, 7, 8, 7, 0, 3, 6, 0, 4, 8, 3, 0, 8, 7, 2, 4, 4, 2, 6, 6, 0, 6, 7, 4, 0, 9, 4",16,1,4,68,"{0: ([4, 1, 9, 4], '00:11', 1.153), 5: ([7, 1, 1, 7], '00:27', 0.821), 9: ([5, 9, 6, 5], '00:41', 1.381), 14: ([8, 9, 5, 8], '00:58', 2.317), 19: ([1, 5, 5, 1], '01:13', 1.43), 23: ([1, 0, 2, 1], '01:26', 1.275), 28: ([9, 7, 8, 9], '01:42', 0.703), 32: ([6, 2, 5, 6], '01:56', 1.974), 37: ([1, 2, 6, 1], '02:11', 1.01), 42: ([7, 4, 3, 7], '02:28', 1.142), 46: ([5, 6, 8, 5], '02:40', 0.753), 51: ([1, 9, 1, 1], '02:57', 1.329), 56: ([2, 0, 7, 2], '03:13', 0.698), 65: ([7, 7, 8, 7], '03:42', 0.621), 69: ([0, 3, 6, 0], '03:55', 0.661), 83: ([6, 6, 0, 6], '04:41', 0.981)}",4:59,3,"[1.153, 0.821, 1.381, 2.317, 1.43, 1.275, 0.703, 1.974, 1.01, 1.142, 0.753, 1.329, 0.698, 0.621, 0.661, 0.981]","['00:11', '00:27', '00:41', '00:58', '01:13', '01:26', '01:42', '01:56', '02:11', '02:28', '02:40', '02:57', '03:13', '03:42', '03:55', '04:41']"
Sub22_G23_N,"7, 9, 6, 7, 6, 7, 4, 9, 7, 5, 0, 5, 5, 3, 3, 9, 2, 3, 6, 8, 5, 3, 8, 9, 9, 9, 9, 1, 3, 7, 4, 3, 2, 8, 2, 2, 7, 9, 1, 3, 9, 2, 4, 4, 4, 4, 1, 8, 1, 1, 1, 0, 2, 5, 0, 8, 0, 3, 2, 0, 6, 7, 3, 6, 3, 9, 3, 8, 9, 6, 9, 3, 6, 6, 6, 4, 5, 6, 9, 0, 0, 3, 0, 7, 8, 3, 7, 4, 1, 1, 0, 1",18,3,2,66,"{0: ([7, 9, 6, 7], '00:11', 0.877), 5: ([7, 4, 9, 7], '00:27', 0.574), 9: ([5, 0, 5, 5], '00:40', 0.996), 14: ([3, 9, 2, 3], '00:57', 1.131), 28: ([3, 7, 4, 3], '01:42', 0.499), 32: ([2, 8, 2, 2], '01:55', 0.771), 37: ([9, 1, 3, 9], '02:11', 0.538), 42: ([4, 4, 4, 4], '02:27', 0.664), 46: ([1, 8, 1, 1], '02:40', 0.621), 51: ([0, 2, 5, 0], '02:56', 0.432), 56: ([0, 3, 2, 0], '03:13', 0.423), 60: ([6, 7, 3, 6], '03:26', 1.189), 65: ([9, 3, 8, 9], '03:43', 1.09), 69: ([6, 9, 3, 6], '03:56', 1.092), 74: ([6, 4, 5, 6], '04:12', 1.264), 79: ([0, 0, 3, 0], '04:27', 0.423), 83: ([7, 8, 3, 7], '04:41', 1.167), 88: ([1, 1, 0, 1], '04:57', 0.439)}",4:59,3,"[0.877, 0.574, 0.996, 1.131, 0.499, 0.771, 0.538, 0.664, 0.621, 0.432, 0.423, 1.189, 1.09, 1.092, 1.264, 0.423, 1.167, 0.439]","['00:11', '00:27', '00:40', '00:57', '01:42', '01:55', '02:11', '02:27', '02:40', '02:56', '03:13', '03:26', '03:43', '03:56', '04:12', '04:27', '04:41', '04:57']"
Sub22_G23_TG,"4, 2, 4, 4, 8, 2, 9, 4, 2, 0, 2, 5, 0, 3, 2, 3, 4, 2, 5, 8, 4, 4, 8, 1, 8, 7, 1, 4, 0, 8, 2, 0, 9, 9, 3, 9, 5, 1, 3, 2, 1, 7, 1, 2, 5, 1, 6, 3, 3, 6, 4, 9, 5, 3, 9, 8, 9, 2, 9, 9, 0, 2, 2, 0, 7, 3, 4, 3, 3, 1, 6, 2, 1, 8, 8, 6, 5, 8, 1, 6, 4, 9, 6, 6, 8, 5, 6, 7, 7, 3, 9, 7",11,7,9,62,"{0: ([4, 2, 4, 4], '00:11', 1.069), 9: ([0, 2, 5, 0], '00:40', 0.405), 19: ([8, 4, 4, 8], '01:13', 1.174), 23: ([1, 8, 7, 1], '01:26', 0.658), 28: ([0, 8, 2, 0], '01:42', 0.85), 42: ([1, 2, 5, 1], '02:27', 0.766), 56: ([9, 2, 9, 9], '03:13', 0.792), 69: ([1, 6, 2, 1], '03:55', 0.433), 74: ([8, 6, 5, 8], '04:11', 0.447), 83: ([6, 8, 5, 6], '04:41', 0.792), 88: ([7, 3, 9, 7], '04:57', 0.556)}",4:59,3,"[1.069, 0.405, 1.174, 0.658, 0.85, 0.766, 0.792, 0.433, 0.447, 0.792, 0.556]","['00:11', '00:40', '01:13', '01:26', '01:42', '02:27', '03:13', '03:55', '04:11', '04:41', '04:57']"
Sub23_B22_N,"2, 9, 7, 2, 5, 3, 7, 9, 3, 4, 4, 5, 4, 1, 1, 8, 9, 1, 5, 3, 6, 3, 3, 4, 8, 6, 4, 0, 1, 8, 1, 1, 0, 7, 6, 0, 8, 9, 4, 4, 9, 5, 5, 2, 3, 5, 6, 8, 0, 6, 6, 6, 2, 7, 6, 7, 0, 4, 4, 0, 9, 9, 8, 9, 6, 4, 3, 8, 4, 7, 2, 9, 7, 0, 2, 6, 3, 2, 5, 9, 1, 1, 9, 7, 0, 4, 7, 5, 1, 1, 9, 1",18,3,2,66,"{0: ([2, 9, 7, 2], '00:11', 0.695), 5: ([3, 7, 9, 3], '00:28', 1.145), 9: ([4, 4, 5, 4], '00:41', 1.315), 14: ([1, 8, 9, 1], '00:58', 2.017), 19: ([3, 6, 3, 3], '01:14', 1.58), 23: ([4, 8, 6, 4], '01:26', 0.642), 28: ([1, 8, 1, 1], '01:42', 1.088), 37: ([9, 4, 4, 9], '02:11', 0.738), 42: ([5, 2, 3, 5], '02:27', 0.481), 46: ([6, 8, 0, 6], '02:41', 1.12), 51: ([6, 2, 7, 6], '02:57', 0.639), 56: ([0, 4, 4, 0], '03:15', 2.295), 60: ([9, 9, 8, 9], '03:27', 1.972), 65: ([4, 3, 8, 4], '03:44', 2.595), 69: ([7, 2, 9, 7], '03:55', 0.75), 74: ([2, 6, 3, 2], '04:12', 1.187), 83: ([7, 0, 4, 7], '04:41', 1.009), 88: ([1, 1, 9, 1], '04:57', 0.918)}",4:59,3,"[0.695, 1.145, 1.315, 2.017, 1.58, 0.642, 1.088, 0.738, 0.481, 1.12, 0.639, 2.295, 1.972, 2.595, 0.75, 1.187, 1.009, 0.918]","['00:11', '00:28', '00:41', '00:58', '01:14', '01:26', '01:42', '02:11', '02:27', '02:41', '02:57', '03:15', '03:27', '03:44', '03:55', '04:12', '04:41', '04:57']"
Sub23_B22_TG,"6, 0, 0, 6, 4, 8, 0, 9, 8, 7, 4, 5, 7, 0, 2, 5, 5, 2, 6, 1, 0, 1, 1, 7, 6, 5, 7, 5, 0, 9, 1, 0, 1, 5, 7, 1, 0, 9, 5, 9, 9, 2, 2, 6, 4, 2, 4, 5, 4, 4, 8, 9, 8, 4, 9, 1, 3, 8, 8, 3, 1, 5, 0, 1, 1, 5, 4, 6, 5, 6, 4, 9, 6, 9, 4, 2, 0, 4, 7, 8, 3, 9, 8, 6, 7, 2, 6, 0, 0, 8, 6, 0",17,3,3,66,"{0: ([6, 0, 0, 6], '00:11', 0.961), 5: ([8, 0, 9, 8], '00:27', 0.923), 9: ([7, 4, 5, 7], '00:40', 0.884), 19: ([1, 0, 1, 1], '01:13', 0.705), 23: ([7, 6, 5, 7], '01:26', 0.683), 28: ([0, 9, 1, 0], '01:43', 1.274), 32: ([1, 5, 7, 1], '01:55', 0.904), 37: ([9, 5, 9, 9], '02:11', 0.664), 42: ([2, 6, 4, 2], '02:27', 0.63), 46: ([4, 5, 4, 4], '02:40', 0.482), 56: ([3, 8, 8, 3], '03:13', 0.93), 60: ([1, 5, 0, 1], '03:26', 1.208), 65: ([5, 4, 6, 5], '03:43', 1.407), 74: ([4, 2, 0, 4], '04:11', 0.548), 79: ([8, 3, 9, 8], '04:28', 1.213), 83: ([6, 7, 2, 6], '04:42', 2.269), 88: ([0, 8, 6, 0], '04:57', 0.7)}",4:59,3,"[0.961, 0.923, 0.884, 0.705, 0.683, 1.274, 0.904, 0.664, 0.63, 0.482, 0.93, 1.208, 1.407, 0.548, 1.213, 2.269, 0.7]","['00:11', '00:27', '00:40', '01:13', '01:26', '01:43', '01:55', '02:11', '02:27', '02:40', '03:13', '03:26', '03:43', '04:11', '04:28', '04:42', '04:57']"
Sub33_G21_1C,"8, 6, 4, 8, 9, 6, 9, 0, 6, 8, 9, 2, 8, 5, 7, 9, 0, 7, 0, 1, 2, 7, 1, 6, 2, 9, 6, 9, 2, 9, 1, 2, 2, 2, 1, 2, 8, 7, 5, 2, 7, 4, 1, 4, 7, 1, 7, 3, 8, 7, 5, 6, 6, 3, 6, 2, 5, 1, 7, 5, 8, 0, 9, 8, 9, 1, 3, 0, 1, 1, 8, 8, 1, 2, 2, 8, 1, 2, 2, 3, 0, 1, 3, 4, 7, 5, 4, 9, 9, 5, 3, 9",10,7,10,62,"{0: ([8, 6, 4, 8], '00:11', 0.775), 23: ([6, 2, 9, 6], '01:27', 1.831), 28: ([2, 9, 1, 2], '01:44', 2.428), 42: ([1, 4, 7, 1], '02:28', 1.369), 46: ([7, 3, 8, 7], '02:41', 0.787), 51: ([6, 6, 3, 6], '02:57', 1.246), 56: ([5, 1, 7, 5], '03:13', 1.228), 60: ([8, 0, 9, 8], '03:26', 0.876), 83: ([4, 7, 5, 4], '04:42', 1.786), 88: ([9, 5, 3, 9], '04:58', 1.399)}",4:59,3,"[0.775, 1.831, 2.428, 1.369, 0.787, 1.246, 1.228, 0.876, 1.786, 1.399]","['00:11', '01:27', '01:44', '02:28', '02:41', '02:57', '03:13', '03:26', '04:42', '04:58']"
Sub33_G21_2TG,"4, 8, 1, 4, 6, 4, 6, 9, 4, 4, 6, 0, 4, 0, 1, 7, 3, 1, 8, 9, 3, 6, 9, 6, 4, 4, 6, 5, 2, 8, 8, 2, 5, 6, 7, 5, 7, 9, 0, 4, 9, 9, 9, 7, 4, 9, 4, 2, 2, 4, 6, 4, 7, 9, 4, 1, 7, 3, 2, 7, 6, 5, 6, 6, 4, 3, 0, 3, 3, 5, 6, 6, 5, 5, 7, 8, 9, 7, 1, 8, 9, 8, 8, 6, 0, 2, 6, 8, 1, 9, 1, 1",18,0,2,69,"{9: ([4, 6, 0, 4], '00:41', 1.578), 14: ([1, 7, 3, 1], '00:56', 0.713), 19: ([9, 3, 6, 9], '01:13', 0.628), 23: ([6, 4, 4, 6], '01:27', 1.584), 28: ([2, 8, 8, 2], '01:42', 0.861), 32: ([5, 6, 7, 5], '01:56', 1.89), 37: ([9, 0, 4, 9], '02:13', 2.087), 42: ([9, 7, 4, 9], '02:28', 1.333), 46: ([4, 2, 2, 4], '02:41', 1.623), 51: ([4, 7, 9, 4], '02:57', 1.029), 56: ([7, 3, 2, 7], '03:14', 1.749), 60: ([6, 5, 6, 6], '03:27', 1.596), 65: ([3, 0, 3, 3], '03:43', 1.442), 69: ([5, 6, 6, 5], '03:56', 1.679), 74: ([7, 8, 9, 7], '04:13', 1.795), 79: ([8, 9, 8, 8], '04:28', 1.224), 83: ([6, 0, 2, 6], '04:42', 2.06), 88: ([1, 9, 1, 1], '04:57', 1.037)}",4:59,3,"[1.578, 0.713, 0.628, 1.584, 0.861, 1.89, 2.087, 1.333, 1.623, 1.029, 1.749, 1.596, 1.442, 1.679, 1.795, 1.224, 2.06, 1.037]","['00:41', '00:56', '01:13', '01:27', '01:42', '01:56', '02:13', '02:28', '02:41', '02:57', '03:14', '03:27', '03:43', '03:56', '04:13', '04:28', '04:42', '04:57']"
Sub32_B21_N,"6, 6, 5, 6, 8, 8, 5, 9, 8, 8, 4, 1, 8, 8, 5, 1, 0, 5, 5, 1, 9, 0, 1, 2, 8, 0, 2, 5, 5, 5, 4, 5, 4, 2, 0, 4, 0, 3, 9, 7, 3, 2, 1, 5, 1, 1, 8, 0, 4, 8, 8, 5, 5, 3, 5, 0, 9, 1, 4, 9, 5, 2, 0, 5, 5, 7, 8, 4, 7, 1, 1, 9, 1, 0, 4, 8, 1, 4, 6, 2, 1, 9, 2, 4, 0, 4, 4, 1, 2, 8, 7, 2",13,7,7,62,"{0: ([6, 6, 5, 6], '00:12', 2.158), 9: ([8, 4, 1, 8], '00:42', 2.59), 23: ([2, 8, 0, 2], '01:26', 1.15), 28: ([5, 5, 4, 5], '01:42', 1.04), 37: ([3, 9, 7, 3], '02:13', 2.687), 42: ([1, 5, 1, 1], '02:27', 0.5), 46: ([8, 0, 4, 8], '02:41', 1.42), 56: ([9, 1, 4, 9], '03:14', 1.862), 65: ([7, 8, 4, 7], '03:43', 1.042), 69: ([1, 1, 9, 1], '03:55', 0.968), 74: ([4, 8, 1, 4], '04:12', 1.233), 83: ([4, 0, 4, 4], '04:42', 2.164), 88: ([2, 8, 7, 2], '04:58', 1.494)}",4:59,3,"[2.158, 2.59, 1.15, 1.04, 2.687, 0.5, 1.42, 1.862, 1.042, 0.968, 1.233, 2.164, 1.494]","['00:12', '00:42', '01:26', '01:42', '02:13', '02:27', '02:41', '03:14', '03:43', '03:55', '04:12', '04:42', '04:58']"
Sub32_B21_TG,"0, 2, 6, 0, 0, 8, 3, 7, 8, 7, 9, 4, 7, 0, 3, 8, 3, 3, 4, 1, 1, 0, 1, 7, 4, 7, 7, 0, 9, 3, 4, 9, 0, 9, 2, 0, 3, 5, 5, 4, 5, 9, 0, 2, 5, 0, 3, 6, 5, 3, 4, 7, 4, 7, 7, 6, 2, 2, 7, 2, 8, 6, 3, 8, 4, 0, 2, 3, 0, 8, 1, 7, 8, 5, 2, 6, 0, 2, 1, 7, 9, 9, 7, 2, 7, 3, 2, 3, 6, 4, 6, 6",17,6,3,63,"{0: ([0, 2, 6, 0], '00:11', 1.077), 5: ([8, 3, 7, 8], '00:27', 0.776), 9: ([7, 9, 4, 7], '00:40', 0.906), 19: ([1, 1, 0, 1], '01:13', 0.771), 23: ([7, 4, 7, 7], '01:26', 1.11), 28: ([9, 3, 4, 9], '01:42', 0.873), 32: ([0, 9, 2, 0], '01:55', 0.602), 37: ([5, 5, 4, 5], '02:11', 0.697), 42: ([0, 2, 5, 0], '02:29', 2.433), 46: ([3, 6, 5, 3], '02:42', 2.143), 51: ([7, 4, 7, 7], '02:57', 0.947), 56: ([2, 2, 7, 2], '03:13', 0.892), 60: ([8, 6, 3, 8], '03:26', 0.87), 65: ([0, 2, 3, 0], '03:43', 2.024), 69: ([8, 1, 7, 8], '03:56', 1.732), 74: ([2, 6, 0, 2], '04:12', 1.227), 79: ([7, 9, 9, 7], '04:28', 0.988)}",4:59,3,"[1.077, 0.776, 0.906, 0.771, 1.11, 0.873, 0.602, 0.697, 2.433, 2.143, 0.947, 0.892, 0.87, 2.024, 1.732, 1.227, 0.988]","['00:11', '00:27', '00:40', '01:13', '01:26', '01:42', '01:55', '02:11', '02:29', '02:42', '02:57', '03:13', '03:26', '03:43', '03:56', '04:12', '04:28']"
Sub57_G20_1C,"0, 3, 4, 0, 8, 1, 3, 0, 1, 0, 4, 5, 0, 8, 6, 9, 5, 6, 7, 0, 5, 4, 0, 3, 2, 9, 3, 9, 6, 4, 1, 6, 0, 3, 1, 0, 9, 0, 9, 2, 0, 6, 7, 2, 5, 7, 4, 0, 5, 4, 6, 0, 5, 9, 0, 4, 8, 6, 3, 8, 0, 9, 4, 0, 0, 5, 1, 7, 5, 0, 0, 4, 0, 5, 9, 4, 8, 9, 0, 7, 4, 6, 7, 1, 9, 5, 1, 2, 0, 8, 1, 0",10,16,10,53,"{9: ([0, 4, 5, 0], '00:41', 1.447), 19: ([0, 5, 4, 0], '01:15', 2.749), 23: ([3, 2, 9, 3], '01:26', 0.983), 32: ([0, 3, 1, 0], '01:55', 0.966), 37: ([0, 9, 2, 0], '02:11', 0.9), 46: ([4, 0, 5, 4], '02:41', 0.939), 51: ([0, 5, 9, 0], '02:57', 0.823), 79: ([7, 4, 6, 7], '04:28', 0.744), 83: ([1, 9, 5, 1], '04:42', 1.599), 88: ([0, 8, 1, 0], '04:57', 0.866)}",4:59,3,"[1.447, 2.749, 0.983, 0.966, 0.9, 0.939, 0.823, 0.744, 1.599, 0.866]","['00:41', '01:15', '01:26', '01:55', '02:11', '02:41', '02:57', '04:28', '04:42', '04:57']"
Sub57_G20_2TG,"2, 5, 3, 2, 3, 5, 7, 7, 5, 4, 8, 1, 4, 5, 9, 0, 4, 9, 8, 5, 5, 9, 5, 0, 4, 6, 0, 5, 0, 1, 6, 0, 7, 5, 4, 7, 3, 6, 1, 0, 6, 5, 9, 2, 7, 9, 4, 6, 2, 4, 3, 8, 5, 1, 8, 9, 5, 6, 3, 5, 1, 9, 4, 1, 8, 1, 9, 4, 1, 2, 5, 6, 2, 7, 9, 7, 0, 9, 1, 3, 2, 8, 3, 8, 7, 7, 8, 9, 6, 4, 6, 6",9,6,11,63,"{0: ([2, 5, 3, 2], '00:12', 1.95), 5: ([5, 7, 7, 5], '00:27', 0.827), 9: ([4, 8, 1, 4], '00:41', 1.569), 14: ([9, 0, 4, 9], '00:58', 2.229), 19: ([5, 5, 9, 5], '01:13', 0.639), 32: ([7, 5, 4, 7], '01:55', 0.968), 37: ([6, 1, 0, 6], '02:12', 2.014), 51: ([8, 5, 1, 8], '02:58', 2.273), 79: ([3, 2, 8, 3], '04:28', 0.695)}",4:59,3,"[1.95, 0.827, 1.569, 2.229, 0.639, 0.968, 2.014, 2.273, 0.695]","['00:12', '00:27', '00:41', '00:58', '01:13', '01:55', '02:12', '02:58', '04:28']"
Sub68_G23_1C,"1, 0, 3, 1, 9, 1, 5, 0, 1, 0, 2, 5, 0, 4, 2, 4, 2, 2, 6, 9, 9, 8, 9, 1, 5, 1, 1, 4, 5, 3, 3, 5, 5, 6, 1, 5, 1, 9, 4, 3, 9, 2, 9, 6, 7, 9, 7, 9, 4, 7, 5, 5, 1, 2, 5, 6, 6, 1, 3, 6, 4, 4, 1, 4, 5, 2, 0, 8, 2, 1, 2, 4, 1, 5, 1, 3, 4, 1, 7, 2, 2, 4, 2, 4, 0, 0, 4, 4, 1, 0, 6, 1",10,9,10,60,"{14: ([2, 4, 2, 2], '00:58', 1.91), 19: ([9, 9, 8, 9], '01:12', 0.502), 23: ([1, 5, 1, 1], '01:26', 0.767), 28: ([5, 3, 3, 5], '01:42', 0.579), 32: ([5, 6, 1, 5], '01:55', 0.548), 37: ([9, 4, 3, 9], '02:11', 0.815), 42: ([9, 6, 7, 9], '02:27', 0.396), 51: ([5, 1, 2, 5], '02:56', 0.511), 56: ([6, 1, 3, 6], '03:13', 0.421), 88: ([1, 0, 6, 1], '04:58', 1.949)}",4:59,3,"[1.91, 0.502, 0.767, 0.579, 0.548, 0.815, 0.396, 0.511, 0.421, 1.949]","['00:58', '01:12', '01:26', '01:42', '01:55', '02:11', '02:27', '02:56', '03:13', '04:58']"
